NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
3359472;2024;;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2384100;2024;;;;;;;;;4312401;Montenegro;43;RS;1;1;1;1;1420;1383;1395;1408;374.3;529.3;585;506.9;CDDBBDDEADBBBADEBCBCDCDDEDADABDDCAECCACCBADCA;BEEBBBACDBDDDEEBBBCCCADCCBEBEECAEBADEDDCCADAE;DDDDAECBECCDDCAEEDACDBBACBCECBEEDBCDCBDDADBEB;CBCDCCECAEACDCACDEBEBCAABEADABEBCBBEACCABBBCD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;100;100;100;540
1994909;2024;;;;;;;;;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1203037;2024;13108484;1301407;Eirunepé;13;AM;2;1;1;1301407;Eirunepé;13;AM;1;1;1;1;1422;1384;1396;1410;536.5;445.1;480;452.2;ACABBABBEDCBCEDCCDEEDABCEDCEEDEBEBDBAACEDBDDA;BADCEBEAEABAAEECECEDEEABC.AEDEECECBEAAABBCDEA;DCDEECBAECEBDAEEADBDCCBDBDBBEDACDEAEEDADCDD..;CBCCCDCDEBACDCECAEBDCADBCCECAAECBEDABDCDEAAEB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;100;120;80;520
3487793;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1419;1385;1398;1407;472.8;467.2;590.8;512.2;ACBDDCACDDBBDDEEAECADDEBCCAAABABDCECEACEDBDDB;BAEDBADADACCEBEACCAEDDEEBADBCCDACAABABABCDBAE;EAAACDDCACEECBECBDCCADCEBCBEADDECABDADDADDECB;DADABCBECBCDACABEADEBACBDCECCBADCDCCDEDABCABE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;100;160;640
144238;2024;23545372;2310209;Paracuru;23;CE;2;1;1;2310209;Paracuru;23;CE;1;1;1;1;1422;1384;1396;1410;393.5;479.4;537.9;476.6;CAEEBAACEBBEDADAAEACCCABACBEAEEBCAECCBDBAABED;AEDAEBDAAABDEBEBDBBADDBABACBDAAABABEEDACBCCEA;DCDAAEADECBEDAEEBDBEDDCABDBECDABEBDCAECECEDDD;AAADBCADEBBDACCACCCBBCDBBAECDBEDEBCEBBABEBDEC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;180;120;660
3296605;2024;42093899;4209409;Laguna;42;SC;2;1;1;4209409;Laguna;42;SC;1;1;1;1;1420;1383;1395;1408;412.7;516.2;533.5;559.3;DDAAADCECCBDDCDBCEBBEBEEDBBCCEBCBEADDAEEDDDCA;BACBECAEABADBECBABADDABCCCADAEDAEDACECDADAACC;CDA*EEDBECCDDABCECDCEADEDBCEEADBDCECBAAADCCEB;DEDACBECEAABCCDDAACDBADEBEDDCDAABBEEAABAACADC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;140;160;160;820
3430836;2024;;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1419;1385;1398;1407;580.6;648.7;570.3;519.1;BDEADDADCCCBCEAAEABDDBACECABDBDAACBAEEDBCADEE;CABDBADBEBBCEDADDAEADECACAEDEABEEACECEABCEDCD;CDCEADDCBAEEEDBBBACDAADEBBEEBAEBCABDDEDDDCECB;DACACCBCADDBDCDBACCCAAEDCABBDECACABECCBACDDDC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;140;100;600
4034677;2024;;;;;;;;;2101202;Bacabal;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3641922;2024;;;;;;;;;2112704;Vargem Grande;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1382307;2024;;;;;;;;;4309209;Gravataí;43;RS;1;1;1;1;1419;1385;1398;1407;424.9;433.2;519.3;427;ADBADECEEBBCDBCEDCADBBBCECDBACCAADECEACDCDEDC;CEEDCBDBDBCBDCDDACBDBDBCBDBECABEEACBDCBDBDCBD;ABADADDABDEECCDAECEDADCEACEECDBDBCBECBDADBBCD;AABDEBBDDBBACECCEBCAADBCBCEBCDBADDBCBCDBCBDAE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;140;120;80;0;440
3015120;2024;;;;;;;;;3152501;Pouso Alegre;31;MG;0;1;1;0;;1384;1396;;;541.8;530.5;;;BADCACDBECACAADBBCBDBCDACEEAAAAEEACEABEEDCECA;ABDAADADCCBCDDEEBCBADBBEDDBDCBBEABDBCDBDCAABA;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;120;120;140;120;620
1709937;2024;;;;;;;;;3303203;Nilópolis;33;RJ;1;1;1;1;1419;1385;1398;1407;453.7;593.3;545.1;596.9;DEBBDCBDAECBCCCDCDDACBAEEAEDCBACEBEEADBEECBBC;CADABCDBCAECEDADDEEACBCADDDDABBEEACECBAECDBDD;BDAACBBCAEEECCACBABCABDEACBEACBBDEBDDDEDDABCB;DBDAACCCDDBBEBACEBABBCACEABDCACCEDCCAADCDCCBD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;120;160;640
3884767;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;1;1;0;;1386;1397;;;503.8;481.8;;;ECCCADCBCDEECEBAABDBDDBDDDDEEADBCEBBDDDBBCCAA;BAACDBEADAEAAADBBEEBDEDBECCABEDDDBDEBADCCBEAE;;1;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;100;120;120;120;0;460
4222875;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1422;1384;1396;1410;365.2;463.7;548.3;538;CDBEEABBAABDBDCCBAACDEBBCBCECBBCABBADBDBCEBAA;DDCBACCBACEDDBEAEADACBDBADBECEABCACDAEDCBCDEA;ABCBADADECBBDACEBDBADCBEDEADBCCDEDCEDBCEDDACB;CEECCEEDBADCACDADDACDBCCBAADBECCDEDDDAAEBDEEA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;180;160;180;180;820
2625924;2024;43127010;4317301;Santa Vitória do Palmar;43;RS;2;1;1;4317301;Santa Vitória do Palmar;43;RS;1;1;1;1;1421;1386;1397;1409;502.7;539.3;542.8;609.8;DCBEBEBDADCDABECEADAADCBCCBDCABBDBDACACECECDB;ADCDADEEDEEECCEADBCDBEBEDADDEC...............;BCDDDCBEDADEEB.DCDABDADEBDEC*DDBDDECDBDACBECC;CBBDBACEEBABCDBACDDEBECEBDEABBBEDABDCADBDEAED;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;140;160;140;780
2504499;2024;;;;;;;;;2309409;Novo Oriente;23;CE;1;1;1;1;1422;1384;1396;1410;447.2;507.7;505.7;595.6;ECDDAEDDEBCAADDABCDABBDBDEAEACBBDEACCEBCCEAEC;EEBAECDAEABDAEEBBBCECADABCEACDDCEAAEBADAACBBA;AADCDBADCCBBDCCEBDDDACBBCDABEEACABDABAEECACAB;ADCDDDEBADCBEEBDEDCCBCADBABABECCDAAEECACDBCDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;180;200;180;920
2905691;2024;33108617;3304904;São Gonçalo;33;RJ;4;1;1;3304904;São Gonçalo;33;RJ;0;1;1;0;;1384;1396;;;560.9;551.7;;;AADCECDAECABEBBADBBEEADADDCADACEDAEBDEAABCECA;AACEACADECBBDAEEBDECBCBDBDABDAABEBBDABEDCBDAE;;0;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;200;140;140;180;780
2908579;2024;25120670;2504009;Campina Grande;25;PB;2;1;1;2504009;Campina Grande;25;PB;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3332897;2024;;;;;;;;;2609600;Olinda;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1664958;2024;23004258;2304251;Cruz;23;CE;2;1;1;2304251;Cruz;23;CE;1;1;1;1;1421;1386;1397;1409;487.5;532.4;532.8;514.2;DAAEAEDCAECEBDDADADCBCEEBAEBCABBABDDDEEDCEAEA;ADCBDEDECBAACDDADECDBCDDBABDBCBBAECAADDBBDDCA;AACDACBCCADEEBCBEDBBDEACBACEDECDCBEECBDDAAECA;DAAECEDCBAEDABEABDDCCECBADBABCEDCCBADEADDEABC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;120;100;100;160;560
3389861;2024;;;;;;;;;4314100;Passo Fundo;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
346545;2024;35108741;3547809;Santo André;35;SP;4;1;1;3547809;Santo André;35;SP;1;1;1;1;1422;1384;1396;1410;522.4;550;461.2;524.2;BDCCBCBEEACECCDCDAAEDDADBCBEBDECEECACCCABAEDD;CDDBBADAECBAEBBBDCCACCDBCDAADEEEBDBBDEABECEBA;ABDBDCBABCBCDCEEBEDABCDCCCCCCCCCBCCC*BBEEBADA;ABBECBECACDAAECBDCACCADBBEACBCCCCACBCBCCACCAC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;180;200;900
535039;2024;29327792;2931350;Teixeira de Freitas;29;BA;2;1;1;2931350;Teixeira de Freitas;29;BA;1;1;1;1;1420;1383;1395;1408;529.6;610.7;562.1;502.7;DADDDACEAAECACDEDBDDCBCADEACBDEBBACCEEEDBADCA;CECABEBBDACDCEADABCBCAECEDADEBEAECADAEAADACEA;AAACEECBECCDDBBDEBBCC.B.CBC.ACB.EADECBBCADCEB;DEABADCACEDBBCECEACDAABAEAADAEDAABBDDADAABDAD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;200;160;180;200;880
477105;2024;;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1421;1386;1397;1409;453.2;525.8;517.2;582.3;DCAADBDDBEBCECDABAEDAEBABCABEAAEDECACBCDAEBEB;ACCEACECBEAECCBAACDBBDAEAADEBADDAACBEEBEBCECB;AADCABAAAADDEBDECDDBCEAAEDCCDBDDBACEBDABCDECB;CBBADABDCBDACEBDBDDECCBCDCEBDBAECBAECEABDCACD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;200;160;200;180;860
3212317;2024;41134419;4106902;Curitiba;41;PR;2;1;1;4106902;Curitiba;41;PR;1;1;1;1;1422;1384;1396;1410;555.5;537.4;571.1;677.7;DCDDBCADEDCCADECBEDEBCECABEEECAEBBEBBADDDEDCA;AADABCDAEBBBEBDBDAAECBACCACEDDCEEADBBDCAECDBA;ADAEABABECBBDBEEBEABBCBEDDCAEABEEBDACACECABDC;CCCECDABCDDCBEBBEDCADCBCCEDCBADCDBDAABABBDEDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;160;140;140;40;640
1722434;2024;43094074;4313508;Osório;43;RS;2;1;1;4313508;Osório;43;RS;1;1;1;1;1420;1383;1395;1408;429.4;524.9;534.1;538.9;EEDDCDBEAECDDCBAECECCAEECDEEDABCCCCEEDAACBACC;BECBAEADDCCCDECDBBDDCBDCEBAADAEAECADDCAABCBCA;EDBDEEDBECEDDEEDEBDBCCCCDBCCEEEDEEDADDEBACEEA;DEDBCDEBECDEDDECBBCBAACBBEBBBDAEBBCCADDDCDEBE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;180;200;780
430619;2024;;;;;;;;;4110706;Irati;41;PR;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1585067;2024;;;;;;;;;1705508;Colinas do Tocantins;17;TO;1;1;1;1;1420;1383;1395;1408;483.4;569.1;589.3;497.9;DCEDCDCAADEBDCDBDCAEDAECBDEBEABBEDCCDCBEBDDAC;AACCABBCDBADDEBDAECDCAECCCADEDEAECACEEACDADCC;CAAACECBECEDDAADEBACADDAEBDEAEABDBDBCBEDADEEB;BACEDCECDCDADEDCBECAADEECEDBCBDBEBAEDECDCAACD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;200;200;920
3743178;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1422;1384;1396;1410;410.3;500.1;467.5;408.6;CACCDBBDBDEBAEACCDAAEEAEACAEEDBDBCBADDCBCACBB;EADBBECDEDADEEDBDACACAACCACAADDAEBCEADCABCDCA;ABAACDCEEDEDDCDEBCACBDDADDAACABEAACEEAEEDAEAC;CDABBCCDBCAACDDBADEABABADECDEBECDAEBCEBBDCEBB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;80;60;40;400
1312756;2024;;;;;;;;;1100452;Buritis;11;RO;1;1;1;1;1420;1383;1395;1408;453.8;473;500;617.8;ABADAABBAAABCDEABCEDCABEDEDBACCEECEBBABEDDBAA;AEAABBADAEBDEEBEBCCCCBBBCEABEAAECABDAADACAAAA;DDDDAECBDCEDEAABEAAAAAEAEBACBBCBDEDBDBBCACDDC;DEECADACBCADCEDBEBBABCCECEBACAACADDDDECABBCAD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;120;120;120;80;580
2053971;2024;22081348;2208007;Picos;22;PI;2;1;1;2208007;Picos;22;PI;1;1;1;1;1421;1386;1397;1409;392;529.9;522;419.5;EADECCDBBBDEBBDBADAAADDDECCBBAABEBDEAAAADDEDB;AACCACACEEAACEBADBDDACACCAECECCDAACBDBABBDECE;DADBDDBEEDDCEBDDDDBBDEDACDEBDCBDCEDEEDABCDEDB;BBABDDDBDABCEEBDEEDCDDDCEDEDDDDEDEEBADBCDDAAD;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;120;140;640
3325791;2024;;;;;;;;;1504208;Marabá;15;PA;1;1;1;1;1422;1384;1396;1410;572.9;549.4;528.2;513.4;BDBDCBBCDBBEEADBBEDEDADCACEDCEEBEBBBCECDABBBB;DADDBCDCBCBCAABBBACDACDBDBAABCEBEACEEECEBCACB;DDDDCCADECBEDBCEBDDDCCAEDDCADCCCCCCCDDDDBAEEE;CDAEDCCEBECCCCCCCDDABDBDEEBCBDACDBAABDDDDDDCB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;140;140;160;800
2920093;2024;;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2964940;2024;13232207;1302900;Maués;13;AM;2;2;1;1302900;Maués;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1422881;2024;;;;;;;;;4101804;Araucária;41;PR;1;1;1;1;1419;1385;1398;1407;563.5;520.8;528.7;480;EDEDDCDDBCBABCDAEEADCCBCECAEACAABCECAECCCECEA;BEEDEDDCCCECECBDDAEBEDCAAEBCAABEAACECDBCEDECD;CDABECCCBCEECDAAEBEDADCEAABEBBEBCCEDDDDDEADCB;BBBAEECBAADACBCCDDDCAECDEECCCBECEDDCBECBCABAD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;120;120;0;500
2305029;2024;;;;;;;;;3139607;Mantena;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
947311;2024;26053853;2604106;Caruaru;26;PE;2;1;1;2604106;Caruaru;26;PE;1;1;1;1;1419;1385;1398;1407;485.9;520.6;544.9;565.8;EDADCBADDDBEDAEBEDCDABACEADDBAEEACBEEEDADADCB;CEBEDBDBEACCEDACEEEBBDBADADAECEBCABACBAAACDAB;DDADADDCDCEECABBADEABDDEBCCEEDBBCABDADADAEACB;DCAABAECDDDBEACBDCBDBBABCBCEBEBCAAEBCADABACBB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;160;160;140;140;740
626957;2024;;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3775242;2024;;;;;;;;;2308104;Mauriti;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1899496;2024;;;;;;;;;5003306;Coxim;50;MS;1;1;1;1;1422;1384;1396;1410;509.5;519.8;486.3;484.5;BDAECCABEADEAADCBBAEDEBDEEBABAECABCECBBEDAECC;BADCBBCBACADEBBAEACABDAADECADBCEEAAEEADEBCADA;ADABDEEAECBDEEEDBDDCBEABBDADADBEEEDEACEEDCBDC;DBACCDDDBCBBDACDAEBECBBDCABCEDBDBBEBADCDBECEA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;100;80;0;400
3493302;2024;;;;;;;;;1506500;Santa Izabel do Pará;15;PA;1;1;1;1;1422;1384;1396;1410;483.3;521.7;513.4;522.7;BCDDACABBCBEAEDCCEAEDBCEABB.EDBEEAEAEDBAEDCCD;BCDBECDBECEBDBDBBBCACBAADCECDECEBECEAEEACCCBA;AAADECDBECDBDBDCBCAEBCCEBEDAEBBCEBCADBEECDDDC;BDCCECEDCDCADDCBCDEACAABCABCDBDCECDEADCCEEDEE;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;200;140;120;100;680
2557162;2024;33032858;3306305;Volta Redonda;33;RJ;4;1;1;3306305;Volta Redonda;33;RJ;1;1;1;1;1419;1385;1398;1407;637.6;693.3;623.6;670.9;BABDECDDDBAEEEDDEADDABECCADABBAAACCADECCBAECE;CAEDCADBEBECEDACBAEACECADEEDDBBEEACECEDBCDDAD;EAAACDDDBDEECCEBBAECBDEEBCBEBDDBDBBDADDDDCECB;DBBCDCACDDCBAAADADCBACCCDCEDBDEEACDBEABACCDAB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;200;140;160;180;820
3969893;2024;35290634;3504107;Atibaia;35;SP;2;1;1;3504107;Atibaia;35;SP;1;1;1;1;1420;1383;1395;1408;566.6;539.6;538.6;511.3;EDEBAECEAEACCBDBECBCEBECBDCDBEEAEEAADCBEBCDAB;BAAECEADABBDBEBEABCDCBBCCCACBAEADECDABACAAEBC;CCBDAECDECDCDADDEDECABDBEBCEDEBBEBDDCDEDADDCB;BDBABCDADABCDCBBEBCCDEDBDCBEADABEEDEAEACDCCEA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;120;20;520
3382614;2024;41159888;4107652;Fazenda Rio Grande;41;PR;2;1;1;4107652;Fazenda Rio Grande;41;PR;1;1;1;1;1422;1384;1396;1410;569.8;441.4;546.8;423.1;BDADBCAEEBCDAEDCAECEDADCBCADBBEBDACEEEBDCBDCA;DDDBAEDCECBBECACDDECABDBAADDCEBEAAECBDBACADDB;ABACCEADECBBDAEEADCDECCEDDADECEAEBCEDDCECABBC;CBDADACEBBCDEBDCADBCBCBCBEBECEBEECCBBABDADADD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;100;60;40;420
